developer,success,total_reviews,average_playtime,review_score,num_games
Deceptive Games Ltd.,38.833333333333336,52.0,1.1666666666666667,0.7138949690979225,6
Unreal Gaming,38.6,64.2,0.0,0.6315747636181073,5
HA Studio Ltd.,38.0,59.4,0.0,0.6967263879672638,5
Crisp App Studio,37.77777777777778,51.888888888888886,0.0,0.7632865633539757,9
VGstudio,37.5,92.875,218.375,0.40867039135193794,8
Hosted Games,36.76190476190476,42.11904761904762,0.0,0.7255606732974558,42
Brzezinski,36.714285714285715,52.285714285714285,30.0,0.7280886469101019,7
Snkl Studio,36.333333333333336,48.904761904761905,13.80952380952381,0.6806293093187568,21
Xiotex Studios Ltd,36.166666666666664,69.5,0.0,0.6093628593628594,6
roseVeRte,36.0,55.0,12.5,0.6775974025974026,6
Mikhail Melnikov,35.9,60.7,0.3,0.5594026281625014,10
Dark Gaia Studios,35.0,45.833333333333336,0.0,0.7955788103771976,6
RewindApp,34.83720930232558,51.348837209302324,25.790697674418606,0.6200487177601541,43
Tuomo Laine,34.666666666666664,50.666666666666664,0.0,0.7702329002638599,6
Orangepixel,34.42857142857143,48.57142857142857,0.0,0.6765373906218978,7
Chris Antoni,34.0,39.6,0.0,0.8452294864673264,5
HandyGames,33.5,47.9,10.7,0.7338507967255012,10
SaintHeiser,33.333333333333336,43.833333333333336,104.5,0.6482713008575077,6
Alternative Software Ltd,32.8,54.8,0.0,0.6156623353367133,5
3D Realms (Apogee Software),31.875,38.875,0.375,0.800526696731573,8
GameHouse,31.8,38.8,0.0,0.8271739961421716,10
For Kids,31.77777777777778,38.30555555555556,0.5555555555555556,0.7867324418360808,36
"Tricol Co., Ltd.",31.2,36.4,2.6,0.7494368298368299,5
rokapublish,31.0,37.666666666666664,0.0,0.8927090782740937,6
Crystal Box Team,31.0,58.0,105.8,0.5289107946939272,5
Mykhail Konokh,30.75,52.625,63.875,0.6936804411087851,8
Blaze Epic,30.727272727272727,46.54545454545455,0.0,0.6851521250725838,11
Alawar,30.5,34.0,0.0,0.9176976943934188,6
SharkGame,30.5,45.375,100.5,0.6976481346305162,16
BekkerDev Studio,30.4,40.2,90.0,0.743005221728626,5
Serious Games Interactive,30.4,54.0,16.4,0.547707410819539,5
Absolutist Ltd.,30.0,50.0,32.125,0.5356184314523094,8
The Revills Games,30.0,34.5,41.0,0.7658752155703376,6
哈视奇科技,29.857142857142858,41.57142857142857,0.0,0.6109201256260081,7
Narko Games,29.75,58.625,0.5,0.41283506431532746,8
Fury Software,29.6,36.2,0.0,0.7591492119235754,5
DRUNKEN APES,29.56,41.28,0.0,0.6292753868384352,25
NedoStudio,29.133333333333333,44.4,89.2,0.6697174871435982,15
Interplay Entertainment Corp.,29.0,36.125,0.0,0.8158140065007957,8
MyDreamForever,28.75,34.25,0.0,0.8666532881714336,8
phime studio LLC,28.25,41.125,237.5,0.5977996816135361,8
Indiecode Games,28.0,52.833333333333336,0.0,0.5203340134700242,6
Access Software,28.0,36.0,0.0,0.752371197535618,5
Last Day of Work,27.666666666666668,33.833333333333336,0.0,0.8012204089065286,6
Fun Infused Games,27.5,35.5,79.0,0.7792914278421524,6
DimleTeam,27.0,43.6,60.4,0.615235367042596,5
BUG-Studio,26.833333333333332,41.333333333333336,36.833333333333336,0.7000992063492063,6
Vyacheslav Shilikhin,26.42105263157895,59.89473684210526,739.1052631578947,0.4419993164206259,19
HeR Interactive,26.333333333333332,32.666666666666664,0.0,0.7913950212760958,30
3DDUO,26.285714285714285,35.0,0.0,0.5527715897241444,7
Blender Games,26.125,34.65,11.675,0.7244559623180558,40
DreamsSoftGames,25.666666666666668,53.0,38.833333333333336,0.5029984926787252,6
"Oh, a Rock! Studios",25.6,27.6,0.0,0.9499536607970344,5
David Mulder,25.428571428571427,39.214285714285715,52.0,0.7025919197270369,14
SpinTop Games,25.428571428571427,38.0,0.0,0.7028661199227703,7
AFBIK Studio,25.125,40.1875,0.3125,0.6758308731290823,16
TSS Studio,24.8,64.4,0.8,0.342739854646163,10
Assemble Entertainment,24.77777777777778,33.77777777777778,0.0,0.7449971112327434,9
Inu to Neko,24.6,39.4,0.0,0.59475935828877,5
SEEP,24.6,28.0,0.0,0.9197695035460992,5
Immersion,24.6,33.2,0.0,0.6675096832991569,5
Silver Cow Studio,24.2,32.6,0.0,0.7202755686968065,10
Ominous Entertainment,24.0,29.833333333333332,0.0,0.8451693808836666,6
EJRGames,23.857142857142858,52.0,43.142857142857146,0.4528531180201263,7
alexeibelih,23.8,45.4,0.6,0.49592799155042655,5
IndieLip,23.625,60.5,1.75,0.39095058938518207,8
Star Legion,23.5,42.5,0.5,0.7663594607492246,6
StarSystemStudios™,23.2,44.5,50.6,0.609112672520719,10
Kisareth Studios,22.4,35.6,141.8,0.5878519748984865,5
Bacq Stellan,22.4,38.2,0.0,0.5524304029304029,5
azimut team,22.357142857142858,54.92857142857143,58.42857142857143,0.36566199677263117,14
Blue Entropy Studios,22.333333333333332,33.833333333333336,0.0,0.6296913814155193,6
RhinoGearz,22.333333333333332,24.833333333333332,0.0,0.8592505378219665,6
Gunnar Games,22.0,31.125,0.125,0.5307824361628709,8
3000AD,21.8,57.4,0.0,0.19982089805619216,5
Sanuk Games,21.666666666666668,38.5,0.0,0.4800109993492347,6
Woodsy Studio,21.666666666666668,27.833333333333332,68.16666666666667,0.8279223787353868,6
ChaoYe Liu,21.2,30.0,0.0,0.668874216737785,5
G. Malta,21.166666666666668,41.833333333333336,0.5833333333333334,0.5968225966372739,12
Crankies Smartworks,21.142857142857142,46.714285714285715,0.14285714285714285,0.46425312844275485,7
Naarassusi Game,21.125,43.375,159.75,0.3817034070070552,8
United Independent Entertainment GmbH,20.727272727272727,106.0,1.8181818181818181,0.20082687061134197,22
"Nikita ""Ghost_RUS""",20.68,32.38,0.0,0.543867808781816,50
Cateia Games,20.6,35.53333333333333,0.0,0.5712772734511865,15
King Key Games,20.4,42.4,5.0,0.5554987468671679,5
LillyWelland inc.,20.235294117647058,33.588235294117645,20.176470588235293,0.633286618242246,17
Big Fish Studios,20.142857142857142,24.714285714285715,0.0,0.7781534152122387,7
SimProse Studios,20.09090909090909,35.36363636363637,80.18181818181819,0.5252092355555528,11
AMG GAMES,19.857142857142858,21.285714285714285,0.0,0.943096796820201,7
Recreat4,19.625,33.0,120.75,0.5436364697394109,8
Boomzap Entertainment,19.615384615384617,24.23076923076923,0.0,0.810017094017094,13
Flat Cat Games,19.4,21.4,0.0,0.9093506493506494,5
Idea Cabin,19.166666666666668,54.666666666666664,0.0,0.36124075485122087,6
Starodymov,19.1,40.9,21.9,0.4534398207627966,10
Zloy Krot Studio,19.0,33.142857142857146,0.07142857142857142,0.6005022970066488,14
Tero Lunkka;BlackThug,19.0,33.833333333333336,0.0,0.604979595463402,6
Puzzle Lab,18.666666666666668,23.0,0.0,0.7360513882253011,6
ARTDINK,18.555555555555557,26.22222222222222,0.0,0.7455079702268502,9
D1ONE,18.333333333333332,36.666666666666664,6.0,0.4160300025766302,6
Space Monkey International,18.2,44.4,0.0,0.3645995445995446,5
Bullid Games,18.11111111111111,27.11111111111111,0.0,0.565283973745943,18
Cloaz Studio,17.6,27.6,0.0,0.6622433730344481,5
Primitive Studio,17.470588235294116,34.88235294117647,24.11764705882353,0.5791584655852461,17
Rank17,17.4,21.0,0.0,0.8564102564102564,5
CSM,17.142857142857142,26.523809523809526,0.0,0.673276486628494,21
morojenoe's empire,17.0,32.42857142857143,2.142857142857143,0.34756235827664395,7
Sandlot Games,16.714285714285715,20.0,0.0,0.842586778301064,7
Dreamatrix,16.666666666666668,37.166666666666664,47.166666666666664,0.4840142673508738,6
Warfare Studios,16.35483870967742,24.70967741935484,26.193548387096776,0.6514969957931255,31
GiBar,16.2,26.8,0.0,0.5754054160125588,5
Chun Y.,15.6,19.0,0.0,0.5631336405529954,5
TRIANGLE SERVICE,15.5,17.25,7.375,0.9171745922220306,8
GuraShop,15.5,26.333333333333332,0.0,0.4437139488863626,6
Blue Sunset Games,15.4,24.8,1.4,0.6682575757575757,5
Xefier Games Inc.,15.4,24.6,0.0,0.6106565656565657,5
Petite Games,15.166666666666666,20.166666666666668,0.5,0.5645743145743146,6
Perverse Games,15.125,19.625,0.0,0.8062596677516033,8
DIGIDICED,15.0,25.7,18.0,0.6582863408521303,10
meokigame,15.0,20.375,0.0,0.7571102748243971,8
zoocros,14.8,18.8,0.0,0.7822802197802198,5
Tero Lunkka,14.785714285714286,38.42857142857143,52.642857142857146,0.44659651547333173,14
Renegade Sector Games,14.285714285714286,16.428571428571427,0.0,0.8895421448695588,7
Team Syukino,14.166666666666666,18.0,0.0,0.7743622118622119,6
"Sports Mogul, Inc.",14.142857142857142,20.857142857142858,0.0,0.7027235525567005,7
FIRST_UKRAINIAN,14.0,21.6,0.0,0.6041666666666667,5
Bellcat Game,14.0,19.4,0.0,0.605819774718398,5
Shoho Games,13.8,28.2,0.0,0.4882539682539683,5
Mia Blais-Côté,13.333333333333334,16.0,0.0,0.8466118618822756,9
LunarCore Games,13.2,17.8,25.4,0.6195021645021646,5
OnBlind,13.166666666666666,22.666666666666668,0.0,0.4822242361006533,6
Ripknot Systems,13.080645161290322,21.806451612903224,408.46774193548384,0.5719165428491578,62
Big Fish Games,12.5,16.285714285714285,0.0,0.7656377551020409,14
Wonderbox Games,12.266666666666667,24.666666666666668,0.06666666666666667,0.4274098876878154,15
Sacada,12.263157894736842,15.894736842105264,0.7368421052631579,0.804282346910056,19
Realore,12.25,14.9375,0.0,0.7812185073698231,16
Totem Games,12.25,22.75,0.0,0.6268525532756082,12
Infogrames,12.23076923076923,16.153846153846153,0.0,0.6800154577604668,13
Educational Games,12.0,19.23076923076923,0.0,0.4970088752346817,13
hallunazigames,11.923076923076923,23.923076923076923,0.15384615384615385,0.4259938433971969,13
Dnovel,11.88888888888889,13.0,0.0,0.9191944931075366,9
Indie Games Studio,11.666666666666666,23.0,216.66666666666666,0.4819631570508764,6
Rumata Lab,11.666666666666666,15.5,46.666666666666664,0.7610336375929682,6
XiNFiNiTY Games,11.533333333333333,17.333333333333332,29.6,0.6027858403945955,15
Fabio Cunha,11.5,25.083333333333332,0.75,0.46479287785678763,12
PlayFirst,11.444444444444445,21.333333333333332,0.0,0.6639572987399074,9
DillyFrame,11.2,13.0,0.0,0.7482142857142857,5
Red Dolphin Games,11.130434782608695,19.304347826086957,0.0,0.6135475494217806,23
"Mindware Co.,Ltd.",11.125,14.5,25.25,0.8137221574721575,8
Cersgame Studios,11.125,21.75,0.0,0.4975621424988514,8
JDRumble,11.0,24.5,65.125,0.4198570853462158,8
City Interactive S.A.,10.916666666666666,18.833333333333332,0.0,0.5395100069013112,12
HexWar Games,10.851851851851851,18.666666666666668,23.666666666666668,0.6256067641360805,27
SAT-BOX,10.625,14.375,0.0,0.7117243867243868,8
Stegalosaurus Game Development,10.428571428571429,15.714285714285714,84.71428571428571,0.6973237289026762,7
WTFOMGames,10.428571428571429,39.42857142857143,152.57142857142858,0.3837695947944395,7
Nekyau Games,10.28125,28.84375,0.375,0.3798474337480837,32
QuickSave,10.142857142857142,15.142857142857142,122.85714285714286,0.7050988227458816,7
Laush Dmitriy Sergeevich,9.92156862745098,15.27450980392157,4.647058823529412,0.6664055866613411,51
Marginal act,9.8,15.8,0.0,0.6242156862745099,5
Chequered Ink Ltd.,9.666666666666666,13.333333333333334,0.0,0.8516483516483516,6
Makivision Games,9.5,18.0,0.0,0.6866161616161616,6
Funny Twins,9.428571428571429,15.857142857142858,0.0,0.5018845265210273,7
Anawiki Games,9.375,11.875,0.0,0.6560032280937453,8
BJGameInd,9.285714285714286,22.428571428571427,0.14285714285714285,0.43171876766346806,7
ImperiumGame,9.222222222222221,17.0,0.0,0.4570601764677986,9
Quicksilver Software,9.2,17.2,0.0,0.6357142857142858,5
Notus Games Ltd,9.181818181818182,10.090909090909092,0.0,0.9165095935430864,11
Casual.US,9.125,18.375,0.0,0.4373783936651584,8
Blue Tea Games,9.1,10.1,0.0,0.940043956043956,10
Ghost Machine,9.0,30.8,0.0,0.3739849624060151,5
OrionSoft,9.0,14.4,0.0,0.574733893557423,5
Whiterra,8.8,11.0,0.0,0.7689285714285715,10
Sly,8.76923076923077,15.884615384615385,35.07692307692308,0.6129024638155953,26
Exe Create Inc.,8.555555555555555,11.555555555555555,1.2222222222222223,0.7258747761399642,9
Dreambakers,8.444444444444445,21.77777777777778,0.0,0.3399851758102035,9
Urbanscan,8.4,15.6,0.0,0.49253968253968256,5
Simulators Live,8.357142857142858,22.071428571428573,0.07142857142857142,0.3391746867767564,14
Playtouch,8.25,13.0,0.0,0.5659226190476191,8
Future Lighthouse,8.166666666666666,12.0,0.0,0.7219923594923595,6
Victor Corradi,8.0,22.0,50.166666666666664,0.39268345268345267,6
WhackAKey Games,7.909090909090909,20.818181818181817,48.18181818181818,0.497842056932966,11
Boogygames Studios,7.777777777777778,13.277777777777779,0.0,0.5532264032264033,18
CasGames,7.714285714285714,17.714285714285715,0.0,0.42167384519434,7
Digital Fusion Inc.,7.6,15.2,0.0,0.46786195286195287,5
Playloft,7.5,16.166666666666668,0.0,0.3583579789358091,12
Night Dreams Studio,7.473684210526316,20.263157894736842,0.0,0.3407418909983533,19
ARGames,7.3,21.0,0.4,0.35867260427744296,10
Yash Future Tech Solutions Pvt Ltd,7.25,12.166666666666666,0.0,0.41729797979797983,12
Kedexa,7.142857142857143,15.0,0.0,0.355949391782615,7
gfdsahdgsye7,7.0,15.166666666666666,0.0,0.5415732959850607,6
Salsawi,7.0,16.333333333333332,0.0,0.4420763969544457,6
Artur Rezende,6.777777777777778,9.88888888888889,0.0,0.6687466451959205,9
TheElvenTale Games,6.666666666666667,12.5,0.0,0.4628703703703703,6
Falco Software,6.588235294117647,16.705882352941178,0.0,0.30681185559988805,17
hede,6.571428571428571,15.142857142857142,0.0,0.43910897692410295,7
indie_games_studio,6.444444444444445,12.11111111111111,0.0,0.49490414863978077,9
Urchin Games,6.3,9.5,0.0,0.7721503496503497,10
InArcade,6.166666666666667,7.0,0.0,0.8444444444444444,6
Sub Orbital Software,6.166666666666667,8.833333333333334,0.0,0.8040350877192983,6
rokaplay,6.1,9.1,0.0,0.6613474025974025,10
Lazy Turtle Games,6.0,7.625,0.0,0.8492424242424242,8
Yustas Game Studio;Alawar Entertainment,6.0,8.8,0.0,0.6125874125874126,5
Brewsterland Studios,5.875,8.5,0.0,0.5305232558139534,8
vadimalexepta,5.785714285714286,12.285714285714286,0.07142857142857142,0.47488264050764045,14
Independent Arts Software,5.714285714285714,13.285714285714286,0.0,0.5901515151515151,7
LTrust,5.25,6.625,0.0,0.7351190476190477,8
Dexion Games,5.2444444444444445,17.844444444444445,0.2222222222222222,0.2917637503519271,45
Joystick Knights,5.142857142857143,17.428571428571427,0.0,0.2954887218045113,7
Ocean Software,5.0,10.666666666666666,0.0,0.4240384615384616,6
TheBlavas,4.8,9.4,0.0,0.509090909090909,5
dev4play,4.7,8.7,0.0,0.4819372294372294,10
Coffee-Powered Games,4.428571428571429,16.142857142857142,0.0,0.24283394017277077,7
RSK Entertainment,4.333333333333333,12.083333333333334,0.16666666666666666,0.4384057971014493,12
baKno Games,4.277777777777778,8.166666666666666,0.0,0.4599433027593947,18
Mzonestudio,4.222222222222222,6.666666666666667,0.0,0.5922822547822548,9
Only Human Studios,4.2,9.0,0.0,0.47916666666666663,5
Anamik Majumdar,4.181818181818182,8.545454545454545,53.72727272727273,0.41682731682731683,11
Wolverine Studios,4.090909090909091,8.0,0.0,0.5267687516699374,11
Andy Jurko,4.071428571428571,4.357142857142857,0.0,0.9551020408163265,14
KR Games,4.0,9.0,0.0,0.46878787878787875,5
khos85,3.8,13.0,0.0,0.357324414715719,5
VDimension,3.75,5.375,0.0,0.6140398550724637,8
Appnori Inc.,3.6666666666666665,5.833333333333333,0.0,0.605465367965368,6
Hardcore Studio,3.6,7.8,0.0,0.4584304584304585,5
Gamenesis,3.3076923076923075,12.076923076923077,0.0,0.2598139727450072,13
e-FunSoft Games,3.230769230769231,4.230769230769231,0.0,0.8532967032967034,13
Beyond Games,3.2,5.4,0.0,0.3596153846153846,5
Softwaves,3.0,7.8,0.0,0.4603174603174603,5
JimJams Games,3.0,3.2,0.0,0.8,5
Elephant Games,2.8421052631578947,3.6315789473684212,0.0,0.8522267206477734,19
Eipix Entertainment,2.75,3.21875,0.0,0.8840029761904762,32
Music Breath,2.75,8.0,0.0,0.3275793650793651,8
MobileFusion Apps Ltd,2.6666666666666665,4.166666666666667,0.0,0.5998677248677249,6
Kedronic UAB,2.6,3.0,0.0,0.9199999999999999,5
Garnudo Games,2.5454545454545454,7.545454545454546,0.0,0.35061378015923467,22
stariy8419,2.5454545454545454,4.7272727272727275,0.0,0.5655844155844156,11
Fury Games Production,2.230769230769231,7.923076923076923,0.0,0.37598842018196854,13
Vendel Games,2.2,2.4,0.0,0.9333333333333332,5
Domini Games,2.142857142857143,2.7142857142857144,0.0,0.7523809523809524,7
West Forest Games,2.0,9.8,0.0,0.17705627705627705,5
HUNTERS,2.0,2.8,0.0,0.71,5
Real Fighting,1.8461538461538463,7.384615384615385,0.0,0.264806987883911,13
"MAMMOSSIX Co., Ltd.",1.8,4.8,0.0,0.20571428571428568,5
ERS G Studios,1.75,2.2857142857142856,0.0,0.804421768707483,28
Carlo D'Apostoli Projects,1.6666666666666667,5.666666666666667,0.0,0.2888888888888889,6
EleFun Games,1.6666666666666667,1.7777777777777777,0.0,0.9777777777777779,9
Speedspark Studio,1.6,6.8,0.0,0.25,5
Art Of Adventures,1.5714285714285714,4.142857142857143,0.0,0.42346938775510207,7
milanaozdieva,1.4444444444444444,3.2222222222222223,0.0,0.44814814814814813,9
Blam! Games,1.4,1.4,0.0,1.0,5
FailoutGames,1.4,2.0,0.0,0.8,5
LoadUpGames.com,1.2857142857142858,2.142857142857143,0.0,0.7619047619047619,7
Softwaves Mini,1.2,4.2,0.0,0.5416666666666667,5
Ezekiel Rage,1.0,2.8,0.0,0.3,5
Theodor Niklas,0.8571428571428571,4.285714285714286,0.0,0.2261904761904762,7
magnussoft,0.7,2.8,0.0,0.275,10
Robert Cardona,0.6666666666666666,2.3333333333333335,0.0,0.31481481481481477,9
