appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_reviews,review_score,success,log_success,log_reviews,log_playtime
428870,Take the Dream IX,2016-04-01,1,Yai Gameworks,Yai Gameworks,windows;mac,0,Single-player;Full controller support;Steam Cloud,Sexual Content;Nudity;Violent;Gore;Adventure;Free to Play;Indie;RPG,Free to Play;Adventure;RPGMaker,0,113,29,0,0,50000-100000,0.0,142,0.795774647887324,113.0,4.736198448394496,4.962844630259907,0.0
429180,Project CARS - Pagani Edition,2016-10-28,1,Slightly Mad Studios,Slightly Mad Studios;BANDAI NAMCO Entertainment,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Multiplayer,0,598,402,15906,48,200000-500000,0.0,1000,0.598,598.0,6.395261598115449,6.90875477931522,9.67451454289836
429300,Sepia Tears,2016-01-08,1,Scarlet String Studios,Scarlet String Studios,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Free to Play;Indie;Simulation,Free to Play;Visual Novel;Anime,11,713,85,97,97,100000-200000,0.0,798,0.893483709273183,713.0,6.570882962339584,6.683360945766275,4.584967478670572
429540,Prime World: Defenders 2,2018-11-29,1,Nival,Nival,windows,0,Single-player;MMO;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases,Free to Play;Massively Multiplayer;Strategy,Free to Play;Tower Defense;Strategy,44,543,110,0,0,100000-200000,0.0,653,0.8315467075038285,543.0,6.298949246855942,6.483107351457199,0.0
429680,Spellweaver,2016-02-01,1,Dream Reactor,Dream Reactor,windows,0,Single-player;Multi-player;MMO;Steam Achievements;Steam Trading Cards,Free to Play;Indie;Massively Multiplayer;Strategy,Card Game;Free to Play;Strategy,20,905,321,77,123,200000-500000,0.0,1226,0.7381729200652528,905.0,6.80903930604298,7.112327444710911,4.356708826689592
429790,AdventureQuest 3D,2016-10-19,1,"Artix Entertainment, LLC","Artix Entertainment, LLC",windows;mac,0,Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,Early Access;Free to Play;RPG,0,2699,1115,332,221,500000-1000000,0.0,3814,0.7076560041950708,2699.0,7.90100705199242,8.246695943718557,5.808142489980444
429940,The Sad Story of Emmeline Burns,2016-01-05,1,ebi-hime,ebi-hime,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Visual Novel;Indie;Casual,8,554,48,0,0,50000-100000,0.0,602,0.920265780730897,554.0,6.318968113746434,6.401917196727186,0.0
430890,Rytmik Player,2017-04-21,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",windows;mac,0,Steam Achievements;Steam Cloud,Audio Production,Audio Production;Music;Utilities,7,21,2,0,0,0-20000,0.0,23,0.9130434782608696,21.0,3.091042453358316,3.1780538303479458,0.0
431390,Diorama No.1 : Blocked In,2016-04-05,1,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,windows,0,Single-player,Casual;Indie;Simulation,Casual;Indie;Simulation,0,20,7,0,0,0-20000,0.0,27,0.7407407407407407,20.0,3.044522437723423,3.332204510175204,0.0
431500,Clash of the Monsters,2016-04-13,1,Cadence Games,Cadence Games,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Partial Controller Support,Action;Free to Play;Indie,Free to Play;Indie;Action,0,175,173,1,1,100000-200000,0.0,348,0.5028735632183908,175.0,5.170483995038151,5.855071922202427,0.6931471805599453
431540,Frosty Kiss,2016-01-08,1,2Chance Projects;IIchan Eroge Team,2Chance Projects,windows;linux,0,Single-player,Adventure;Casual;Free to Play;Indie,Free to Play;Visual Novel;Anime,6,1103,125,22,27,100000-200000,0.0,1228,0.8982084690553745,1103.0,7.00669522683704,7.113956109566034,3.1354942159291497
432290,Elemental Heroes,2016-03-03,1,mPower Games Studio,mPower Games Studio,windows;mac;linux,12,Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;Turn-Based,21,75,58,0,0,50000-100000,0.0,133,0.5639097744360902,75.0,4.330733340286331,4.897839799950911,0.0
432310,Virtual Pool 4 Multiplayer,2016-06-13,1,Celeris,Celeris,windows,0,Multi-player;Online Co-op;In-App Purchases,Sports,Sports,0,24,21,0,0,20000-50000,0.0,45,0.5333333333333333,24.0,3.218875824868201,3.828641396489095,0.0
433350,BlackShot: Mercenary Warfare FPS,2016-05-31,1,Vertigo Games America,Papaya Play;Vertigo Games America,windows,0,Multi-player;MMO;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Casual;Free to Play,Free to Play;FPS;Action,48,1258,1182,85,112,500000-1000000,0.0,2440,0.5155737704918033,1258.0,7.138073034044347,7.80016307039296,4.454347296253507
433750,The Grandfather,2016-05-03,1,Mikeypoo's Games;David Szymanski,Plug In Digital,windows;mac,0,Single-player,Adventure;Indie,Indie;Adventure;Horror,0,60,41,0,0,20000-50000,0.0,101,0.594059405940594,60.0,4.110873864173311,4.624972813284271,0.0
433850,Z1 Battle Royale,2018-02-28,1,NantG,Daybreak Game Company,windows,0,Multi-player;Online Multi-Player;In-App Purchases,Action;Adventure;Free to Play;Massively Multiplayer,Survival;Massively Multiplayer;Multiplayer,0,111434,91664,3142,162,10000000-20000000,0.0,203098,0.5486710848949768,111434.0,11.621196740254016,12.22144882387344,8.052933036797567
434430,Abbot's Book Demo,2016-04-04,1,"The Abbot's Book, LLC","Blackthorn Media, LLC",windows,0,Single-player;VR Support,Adventure;Free to Play;Indie;RPG,Adventure;Free to Play;RPG,0,155,18,0,0,50000-100000,0.0,173,0.8959537572254336,155.0,5.049856007249537,5.159055299214529,0.0
434480,Mathoria: It All Adds Up,2016-03-30,1,Senshi.Labs,Senshi.Labs,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Casual;Free to Play;Indie;RPG,Free to Play;Indie;RPG,0,41,35,0,0,20000-50000,0.0,76,0.5394736842105263,41.0,3.737669618283368,4.343805421853684,0.0
434510,Formicide,2017-06-12,1,"Rock Wall Games, LLC","Rock Wall Games, LLC",windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op,Action;Free to Play;Indie,Free to Play;Action;Indie,0,216,51,0,0,100000-200000,0.0,267,0.8089887640449438,216.0,5.37989735354046,5.5909869805108565,0.0
434520,Simutrans,2016-05-24,1,The Simutrans Team,Open Source Publishing,windows;mac;linux,0,Single-player;Multi-player;Steam Workshop;Steam Cloud,Simulation,Simulation;Free to Play;Trains,0,232,83,88,88,100000-200000,0.0,315,0.7365079365079366,232.00000000000003,5.451038453565701,5.755742213586912,4.48863636973214
435030,Lost Lands: Mahjong,2016-03-14,1,FIVE-BN GAMES,FIVE-BN GAMES,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Free to Play,Free to Play;Adventure;Casual,46,3769,309,23,23,100000-200000,0.0,4078,0.9242275625306524,3769.0,8.234830280442056,8.313607139317558,3.1780538303479458
435440,Galaxy Control: 3D Strategy,2016-08-10,1,FX Games Media,FX Games Media,windows;mac,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Steam Leaderboards;Steam Turn Notifications,Free to Play;Massively Multiplayer;Strategy,Free to Play;Strategy;Massively Multiplayer,97,180,166,17,17,100000-200000,0.0,346,0.5202312138728323,180.0,5.198497031265826,5.849324779946859,2.8903717578961645
436110,Medusa's Labyrinth,2016-02-15,1,Guru Games,Guru Games,windows,0,Single-player;Partial Controller Support,Action;Adventure;Free to Play;Indie,Free to Play;Horror;Adventure,0,807,209,19,19,200000-500000,0.0,1016,0.7942913385826772,807.0,6.694562058521095,6.92461239604856,2.995732273553991
436150,Governor of Poker 3,2016-02-19,1,Azerion;YoudaGames,Azerion;Youda Games Holding B.V.,windows;mac,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Casual;Free to Play;Massively Multiplayer;Simulation,Free to Play;Card Game;Massively Multiplayer,32,2163,866,1848,2515,500000-1000000,0.0,3029,0.7140970617365467,2163.0,7.679713639966372,8.016317898503415,7.522400231387125
436160,The Panic Room,2016-04-27,1,NIKITA ONLINE,NIKITA ONLINE,windows;mac,0,Single-player,Free to Play,Free to Play;Hidden Object;Puzzle,0,164,142,0,0,100000-200000,0.0,306,0.5359477124183006,164.0,5.10594547390058,5.726847747587197,0.0
436180,Spacelords,2017-09-22,1,MercurySteam,Mercury Steam Entertainment s.l.,windows,16,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;Strategy,Action;Free to Play;Adventure,32,1170,1209,62,90,500000-1000000,0.0,2379,0.4918032786885246,1170.0,7.065613363597717,7.77485576666552,4.143134726391533
436340,Kiya,2016-12-12,1,Emblematic Group,Emblematic Group,windows,0,Single-player,Free to Play;Indie;Simulation,Free to Play;Indie;Simulation,0,23,3,0,0,0-20000,0.0,26,0.8846153846153846,23.0,3.1780538303479458,3.295836866004329,0.0
436470,Gamma Bros,2018-12-10,1,Pixeljam,Pixeljam,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Action;Indie,6,68,5,0,0,0-20000,0.0,73,0.9315068493150684,68.0,4.23410650459726,4.30406509320417,0.0
436520,Line of Sight,2017-01-31,1,BlackSpot Entertainment,BlackSpot Entertainment,windows,0,Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Valve Anti-Cheat enabled;Stats,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;FPS;Action,408,4562,3397,161,68,2000000-5000000,0.0,7959,0.5731875863801985,4562.0,8.425735580927402,8.982184278838428,5.087596335232384
436820,Waltz of the Wizard,2016-05-31,1,Aldin Dynamics,Aldin Dynamics,windows,0,Single-player;Co-op;Local Co-op;VR Support,Adventure;Indie;Simulation,Simulation;Adventure;VR,0,1133,24,42,51,200000-500000,0.0,1157,0.979256698357822,1133.0,7.033506484287697,7.05444965813294,3.7612001156935615
437160,The Lion's Song: Episode 1 - Silence,2016-07-07,1,Mi'pu'mi Games GmbH,Mi'pu'mi Games GmbH,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Stats,Adventure;Indie,Indie;Pixel Graphics;Point & Click,86,1579,109,129,129,100000-200000,0.0,1688,0.9354265402843602,1579.0,7.365180126021013,7.4318919168078,4.867534450455582
437400,SOLRAVEN,2016-03-03,1,Inception Soft,Inception Soft,windows,0,Single-player;VR Support,Free to Play;Indie;Simulation,Free to Play;Simulation;Indie,0,8,27,1,1,50000-100000,0.0,35,0.2285714285714285,8.0,2.19722457733622,3.58351893845611,0.6931471805599453
437720,Blossoms Bloom Brightest,2017-04-28,1,Reine Works,Reine Works,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Indie,Indie;Adventure;Casual,4,67,28,0,0,20000-50000,0.0,95,0.7052631578947368,67.0,4.219507705176107,4.564348191467836,0.0
437900,Party Jousting,2016-03-01,1,vikingfabian.com,vikingfabian.com,windows,0,Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Casual;Indie;Sports,Free to Play;Casual;Indie,19,575,58,1,1,500000-1000000,0.0,633,0.9083728278041074,575.0,6.356107660695892,6.452048954437226,0.6931471805599453
438040,Shakes and Fidget,2016-02-24,1,Playa Games GmbH,Playa Games GmbH,windows;mac,0,Single-player;MMO;Cross-Platform Multiplayer;In-App Purchases,Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;RPG;Massively Multiplayer,0,6591,988,1752,828,1000000-2000000,0.0,7579,0.869639794168096,6591.0,8.793612071589308,8.933268478636418,7.469083884921234
438100,VRChat,2017-02-01,1,VRChat Inc.,VRChat Inc.,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,Early Access;Free to Play;Memes,0,25818,3323,1351,52,2000000-5000000,0.0,29141,0.8859682234652209,25818.0,10.158865933983696,10.2799357115738,7.20934025660291
438140,Star Realms,2016-03-08,1,White Wizard Games,White Wizard Games,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer,Strategy,Strategy;Card Game;Board Game,0,492,128,0,0,100000-200000,0.0,620,0.7935483870967742,492.0,6.20050917404269,6.431331081933479,0.0
438600,Soccer Manager,2016-02-09,1,Soccer Manager Ltd,Soccer Manager Ltd,windows;mac,0,Single-player;Multi-player;MMO;Cross-Platform Multiplayer,Free to Play;Indie;Massively Multiplayer;Simulation;Sports;Strategy,Free to Play;Sports;Simulation,0,145,78,11,11,100000-200000,0.0,223,0.6502242152466368,145.0,4.983606621708336,5.41164605185504,2.4849066497880004
438680,One Troll Army,2016-05-19,1,FlyAnvil,tinyBuild,windows;mac,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Casual;Indie;Strategy,Strategy;Free to Play;Indie,15,936,169,14,16,200000-500000,0.0,1105,0.8470588235294118,936.0,6.842683282238422,7.00850518208228,2.70805020110221
438720,Heroes of Shadow Guard,2016-08-03,1,Iron 27,Iron 27,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Indie,39,26,28,2,2,20000-50000,0.0,54,0.4814814814814814,26.0,3.295836866004329,4.007333185232471,1.0986122886681098
438920,Legends of Callasia,2016-06-10,1,Boomzap Entertainment,Boomzap Entertainment,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Strategy,Strategy;Wargame;Turn-Based,29,202,48,0,0,50000-100000,0.0,250,0.808,202.0,5.313205979041787,5.525452939131784,0.0
439370,Midair,2018-05-03,1,Archetype Studios,Archetype Studios,windows,0,Multi-player;Online Multi-Player;Stats,Action;Free to Play;Indie;Massively Multiplayer,Action;Free to Play;Indie,0,423,353,67,67,100000-200000,0.0,776,0.5451030927835051,423.0,6.049733455231958,6.655440350367647,4.219507705176107
439940,Lucid9: Inciting Incident,2016-04-14,1,Fallen Snow Studios,Sekai Project,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Free to Play;Simulation,Free to Play;Visual Novel;Anime,13,795,71,1,1,100000-200000,0.0,866,0.918013856812933,795.0,6.679599185844383,6.765038976780541,0.6931471805599453
440120,Vreal,2018-06-27,1,VREAL INC,VREAL INC,windows,0,Single-player;Online Multi-Player,Action;Adventure;Casual;Free to Play;Early Access,Early Access;Action;Adventure,0,19,6,0,0,0-20000,0.0,25,0.76,19.0,2.995732273553991,3.258096538021482,0.0
440740,Tap Tap Legions - Epic battles within 5 seconds!,2016-02-08,1,YFC games,YFC games,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Free to Play;Indie;Strategy,Free to Play;Action;Strategy,23,169,141,1,1,100000-200000,0.0,310,0.5451612903225806,169.0,5.135798437050262,5.739792912179234,0.6931471805599453
442080,Riders of Icarus,2016-07-06,1,WeMade,Nexon America,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Steam Trading Cards;In-App Purchases,Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;MMORPG;RPG,0,5306,2741,1859,145,1000000-2000000,0.0,8047,0.6593761650304462,5306.0,8.576781982827894,8.99317889233952,7.528331766707247
442120,Pinball FX3,2017-09-26,1,Zen Studios,Zen Studios,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,Simulation,Simulation;Arcade;Pinball,98,768,202,145,239,100000-200000,0.0,970,0.7917525773195876,768.0,6.645090969505644,6.878326468291325,4.983606621708336
442220,Iron Madness,2016-03-02,1,Inane Games,Inane Games,windows;mac,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support,Action;Casual;Free to Play;Indie;Racing;Simulation;Sports;Early Access,Early Access;Racing;Action,0,43,38,0,0,0-20000,0.0,81,0.5308641975308642,43.0,3.784189633918261,4.406719247264253,0.0
442290,Pointless,2016-02-22,1,Cake Collective Games,Cake Collective Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie,Indie;Clicker;Retro,8,81,67,0,0,0-20000,0.0,148,0.5472972972972973,81.0,4.406719247264253,5.003946305945459,0.0
442810,UFO Online: Invasion,2016-06-08,1,Bad Pixel,Bad Pixel,windows,0,Multi-player;MMO;Co-op;Steam Achievements;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,157,256,212,7,7,100000-200000,0.0,468,0.5470085470085471,256.0,5.54907608489522,6.150602768446279,2.079441541679836
443110,Armored Warfare,2017-11-17,1,Obsidian Entertainment;My.com,My.com,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases;Steam Turn Notifications,Action;Casual;Free to Play;Massively Multiplayer;Simulation;Strategy,Free to Play;Action;Massively Multiplayer,0,495,332,276,276,100000-200000,0.0,827,0.5985489721886336,495.0,6.206575926724927,6.71901315438526,5.6240175061873385
443250,Legacy of the Elder Star,2016-06-07,1,Kickbomb Entertainment LLC,Kickbomb Entertainment LLC,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,17,33,5,0,0,0-20000,0.0,38,0.868421052631579,33.0,3.5263605246161616,3.6635616461296463,0.0
443580,Antenna,2016-04-07,1,LWNA,LWNA,windows,0,Single-player;Steam Achievements,Casual;Free to Play;Indie,Free to Play;Indie;Casual,5,1513,546,20,20,200000-500000,0.0,2059,0.7348227294803302,1513.0,7.322510433997394,7.630461261783627,3.044522437723423
444090,Paladins®,2018-05-08,1,Evil Mojo Games,Hi-Rez Studios,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Free to Play,Free to Play;Multiplayer;FPS,58,169580,32407,1595,407,10000000-20000000,0.0,201987,0.8395589815186126,169580.0,12.041085967762417,12.215963568678143,7.375255778009754
444200,World of Tanks Blitz MMO,2016-11-09,1,Wargaming Group Limited,Wargaming Group Limited,windows;mac,0,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer,Tanks;Free to Play;Multiplayer,0,14069,5988,5046,383,2000000-5000000,0.0,20057,0.7014508650346513,14069.0,9.551800150108434,9.906383355648154,8.526549286340263
444250,Crown and Council,2016-04-22,1,Mojang,Mojang,windows,0,Single-player;Local Multi-Player,Casual;Indie;Strategy,Strategy;Casual;Indie,0,450,268,0,0,100000-200000,0.0,718,0.6267409470752089,450.0,6.111467339502679,6.577861357721047,0.0
444620,SpellKnights,2016-07-13,1,Mechanical Boss,OGSeries,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats,Action;Free to Play;Early Access,Early Access;Free to Play;Action,28,28,43,0,0,50000-100000,0.0,71,0.3943661971830985,28.0,3.3672958299864737,4.276666119016055,0.0
444640,Bloons TD Battles,2016-04-20,1,Ninja Kiwi,Ninja Kiwi,windows;mac,0,Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Leaderboards,Action;Free to Play;Strategy,Free to Play;Tower Defense;Multiplayer,16,6486,1227,526,304,1000000-2000000,0.0,7713,0.8409179307662388,6486.0,8.777555453213056,8.950792138768174,6.267200548541362
444770,Mimpi Dreams,2016-03-22,1,Dreadlocks Mobile;Silicon Jelly,Dreadlocks Mobile;Silicon Jelly;Dreadlocks Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Cute,57,311,22,87,87,50000-100000,0.0,333,0.933933933933934,311.0,5.7430031878094825,5.811140992976701,4.477336814478207
444930,Zaccaria Pinball,2016-06-16,1,Magic Pixel Kft.,Magic Pixel Kft.,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Free to Play;Indie;Simulation;Sports;Early Access,Early Access;Free to Play;Pinball,4034,315,91,0,0,100000-200000,0.0,406,0.7758620689655172,315.0,5.755742213586912,6.008813185442595,0.0
445130,The Average Everyday Adventures of Samantha Browne,2016-04-18,1,Lemonsucker Games,Lemonsucker Games,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Free to Play;Indie,Free to Play;Indie;Casual,5,686,164,1,1,100000-200000,0.0,850,0.8070588235294117,686.0,6.532334292222349,6.746412128573375,0.6931471805599453
445230,Lost girl`s [diary],2016-03-24,1,SmoleVN,SmoleVN,windows;mac,16,Single-player;Steam Achievements,Free to Play,Free to Play;Visual Novel;Anime,10,735,164,4,4,100000-200000,0.0,899,0.8175750834260289,735.0,6.601230118728877,6.802394763324311,1.6094379124341005
445720,Battle Islands: Commanders,2017-02-14,1,DR Studios,505 Games,windows,0,Single-player;Online Multi-Player;Full controller support;In-App Purchases,Action;Free to Play;Strategy,Free to Play;Strategy;Action,0,366,388,10,10,200000-500000,0.0,754,0.4854111405835544,366.0,5.905361848054571,6.626717749249025,2.3978952727983707
446150,GUNS UP!,2018-02-05,1,"Valkyrie Entertainment, LLC","PlayStation Mobile, Inc.",windows,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Action;Casual;Free to Play;Strategy,Free to Play;Strategy;Multiplayer,21,1637,940,160,76,500000-1000000,0.0,2577,0.6352347691113698,1637.0,7.401231264413015,7.8547691834991324,5.081404364984463
446770,Skeet: VR Target Shooting,2016-04-05,1,Flatbox Studios,Flatbox Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Simulation,Action;Simulation;VR,14,106,28,0,0,100000-200000,0.0,134,0.7910447761194029,106.0,4.672828834461906,4.90527477843843,0.0
446990,The Huntsman: Winter's Curse,2016-04-22,1,Desert Owl Games LLC,Desert Owl Games LLC,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie,10,184,64,0,0,50000-100000,0.0,248,0.7419354838709677,184.0,5.220355825078324,5.517452896464707,0.0
447270,IKEA VR Experience,2016-04-04,1,IKEA Communications AB,IKEA Communications AB,windows,0,Single-player;VR Support,Free to Play,Sexual Content;VR;Free to Play,0,194,70,8,8,200000-500000,0.0,264,0.7348484848484849,194.0,5.272999558563747,5.579729825986222,2.19722457733622
447570,Regeria Hope Episode 1,2016-07-25,1,Golden Game Barn,Golden Game Barn,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure,8,278,48,0,0,50000-100000,0.0,326,0.852760736196319,278.0,5.631211781821365,5.7899601708972535,0.0
448310,Bitardia Cards: Memes of 2ch,2016-05-19,1,varlamov5264,varlamov5264,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer,Casual;Free to Play;Strategy,Free to Play;Casual;Strategy,0,137,48,12,12,50000-100000,0.0,185,0.7405405405405405,137.0,4.927253685157205,5.225746673713202,2.5649493574615367
448390,Maneki's Curse,2016-10-25,1,N.R. Burnette,N.R. Burnette,windows,0,Single-player,Free to Play;Indie;RPG,Free to Play;RPG;Indie,0,15,10,0,0,0-20000,0.0,25,0.6,15.0,2.772588722239781,3.258096538021482,0.0
448570,Origin Of Destiny: Crimson Awakening,2016-04-01,1,CloudTheWolf Games,CloudTheWolf Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Free to Play;Indie;RPG;Early Access,Early Access;Free to Play;RPG,12,87,32,0,0,50000-100000,0.0,119,0.7310924369747899,87.0,4.477336814478207,4.787491742782046,0.0
448710,VirZOOM Arcade,2016-06-30,1,VirZOOM,VirZOOM,windows,0,Single-player;Multi-player;VR Support,Action;Adventure;Casual;Indie;Racing;Sports,Casual;Racing;Action,21,20,1,0,0,50000-100000,0.0,21,0.9523809523809524,20.0,3.044522437723423,3.091042453358316,0.0
448930,About Elise,2017-09-26,1,Toni Domínguez,Toni Domínguez,windows,0,Single-player;Partial Controller Support,Adventure;Casual;Free to Play;Indie;Simulation,Free to Play;Adventure;Indie,0,77,24,0,0,20000-50000,0.0,101,0.7623762376237624,77.0,4.356708826689592,4.624972813284271,0.0
448980,The Divergent Series: Allegiant VR,2016-03-17,1,Wevr Inc;Big Red Button Entertainment,Summit Entertainment LLC,windows,0,Single-player;VR Support,Adventure;Casual;Free to Play,Free to Play;Adventure;Casual,0,61,34,0,0,50000-100000,0.0,95,0.6421052631578947,61.0,4.127134385045092,4.564348191467836,0.0
449000,Steno Arcade,2016-03-30,1,For All To Play,For All To Play,windows;mac;linux,0,Single-player;Captions available,Casual;Free to Play;Indie;Early Access,Early Access;Free to Play;Indie,0,126,42,1,1,50000-100000,0.0,168,0.75,126.0,4.844187086458591,5.1298987149230735,0.6931471805599453
449020,The Bottom of the Well,2016-03-03,1,Red Nettle Studio,Red Nettle Studio,windows,0,Single-player;Steam Achievements,Free to Play;RPG,Free to Play;Visual Novel;Choose Your Own Adventure,12,388,59,0,0,50000-100000,0.0,447,0.8680089485458613,388.0,5.963579343618446,6.104793232414985,0.0
449040,Jesus Christ RPG Trilogy,2016-03-18,1,Wholetone Games,Wholetone Games,windows,0,Single-player;Partial Controller Support;Steam Cloud,Free to Play;RPG,Illuminati;Memes;Psychological Horror,0,1043,201,196,307,100000-200000,0.0,1244,0.8384244372990354,1043.0,6.950814768442584,7.126890808898808,5.2832037287379885
449050,Rock Paper Scissors Champion,2016-03-02,1,Wholetone Games,Wholetone Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Free to Play;Sports,Free to Play;Casual;Sports,7,227,221,0,0,50000-100000,0.0,448,0.5066964285714286,227.0,5.429345628954441,6.107022887742255,0.0
449130,ENGAGE,2018-12-18,1,Immersive VR Education Ltd.,Immersive VR Education Ltd.,windows,0,Full controller support;VR Support,Education;Software Training;Utilities,Utilities;Education;Software Training,0,33,8,0,0,50000-100000,0.0,41,0.8048780487804879,33.0,3.5263605246161616,3.737669618283368,0.0
449140,Istrolid,2016-05-06,1,treeform,treeform,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,Free to Play;Indie;Strategy,Free to Play;Strategy;Building,0,1899,276,20,31,200000-500000,0.0,2175,0.8731034482758621,1899.0,7.549609165154532,7.685243607975833,3.044522437723423
449470,Atulos Online,2016-04-30,1,Parallaxian Pty Ltd,Parallaxian Pty Ltd,windows,0,Single-player;MMO,Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Adventure,0,161,73,0,0,50000-100000,0.0,234,0.688034188034188,161.0,5.087596335232384,5.459585514144159,0.0
449780,Jacob,2016-07-18,1,Duck Duck Zeus,Centre For Longitudinal Studies,windows,0,Single-player,Casual;Free to Play;Indie;Strategy,Free to Play;Indie;Strategy,0,19,62,0,0,20000-50000,0.0,81,0.2345679012345679,19.0,2.995732273553991,4.406719247264253,0.0
