appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_reviews,review_score,success,log_success,log_reviews,log_playtime
280,Half-Life: Source,2004-06-01,1,Valve,Valve,windows;mac;linux,0,Single-player,Action,FPS;Action;Sci-fi,0,3767,1053,190,214,2000000-5000000,0.0,4820,0.7815352697095436,3767.0,8.234299635696253,8.480736654405622,5.25227342804663
340,Half-Life 2: Lost Coast,2005-10-27,1,Valve,Valve,windows;mac;linux,0,Single-player;Commentary available,Action,FPS;Action;Singleplayer,0,5783,1020,46,29,10000000-20000000,0.0,6803,0.8500661472879611,5783.0,8.6628507638386,8.825265953515752,3.8501476017100575
360,Half-Life Deathmatch: Source,2006-05-01,1,Valve,Valve,windows;mac;linux,0,Multi-player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,1362,473,102,81,5000000-10000000,0.0,1835,0.7422343324250681,1362.0,7.217443431696533,7.515344571180436,4.634728988229636
440,Team Fortress 2,2007-10-10,1,Valve,Valve,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Partial Controller Support;Valve Anti-Cheat enabled;Stats;Includes level editor;Commentary available,Action;Free to Play,Free to Play;Multiplayer;FPS,520,515879,34036,8495,623,20000000-50000000,0.0,549915,0.9381067983233772,515879.0,13.153629459278328,13.217520818271929,9.04735074348172
570,Dota 2,2013-07-09,1,Valve,Valve,windows;mac;linux,0,Multi-player;Co-op;Steam Trading Cards;Steam Workshop;SteamVR Collectibles;In-App Purchases;Valve Anti-Cheat enabled,Action;Free to Play;Strategy,Free to Play;MOBA;Strategy,0,863507,142079,23944,801,100000000-200000000,0.0,1005586,0.8587102445738107,863507.0,13.668758441146684,13.821082008569205,10.08351481277671
630,Alien Swarm,2010-07-19,1,Valve,Valve,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Captions available;Steam Cloud;Stats;Includes level editor,Action,Free to Play;Co-op;Action,66,17435,941,371,83,2000000-5000000,0.0,18376,0.9487919024814976,17435.0,9.766292313358283,9.818855161695424,5.918893854273146
730,Counter-Strike: Global Offensive,2012-08-21,1,Valve;Hidden Path Entertainment,Valve,windows;mac;linux,0,Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Stats,Action;Free to Play,FPS;Multiplayer;Shooter,167,2644404,402313,22494,6502,50000000-100000000,0.0,3046717,0.8679519627192155,2644404.0,14.787956645227853,14.929575503635595,10.021048341275272
1840,Source Filmmaker,2012-07-10,1,Valve,Valve,windows,0,Steam Workshop,Animation & Modeling;Video Production,Animation & Modeling;Video Production;Free to Play,0,15083,1111,239,77,1000000-2000000,0.0,16194,0.9313943435840436,15083.0,9.621389858378247,9.692457831605427,5.480638923341991
2400,The Ship: Murder Party,2006-07-11,1,Outerlight Ltd.,Blazing Griffin Ltd.,windows,0,Single-player;Multi-player;Steam Trading Cards;Valve Anti-Cheat enabled,Action;Indie;RPG,Multiplayer;Indie;Action,0,4819,792,233,239,1000000-2000000,0.0,5611,0.8588486900730707,4819.0,8.480529207044645,8.632662441222351,5.455321115357702
2520,Gumboy - Crazy Adventures™,2006-12-19,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",windows,0,Single-player,Casual;Indie,Casual;Indie;Singleplayer,0,52,46,0,0,50000-100000,0.0,98,0.5306122448979592,52.0,3.970291913552122,4.59511985013459,0.0
3483,Peggle Extreme,2007-09-11,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Casual,Casual;Puzzle;Free to Play,0,707,58,1,1,200000-500000,0.0,765,0.9241830065359478,707.0,6.56244409369372,6.641182169740591,0.6931471805599453
4560,Company of Heroes - Legacy Edition,2007-07-17,1,Relic Entertainment,SEGA,windows,18,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy,Strategy;RTS;World War II,0,4772,320,175,186,2000000-5000000,0.0,5092,0.9371563236449332,4772.0,8.470730317005897,8.535622326884605,5.170483995038151
4700,Total War: MEDIEVAL II – Definitive Edition,2006-11-15,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Medieval;Historical,0,10270,605,469,361,2000000-5000000,0.0,10875,0.944367816091954,10270.0,9.237079669165803,9.294313805752362,6.152732694704104
4780,Medieval II: Total War™ Kingdoms,2007-08-28,1,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player,Strategy,Strategy;Medieval;Historical,0,585,30,0,0,200000-500000,0.0,615,0.951219512195122,585.0,6.373319789577012,6.423246963533519,0.0
4900,Zen of Sudoku,2006-12-14,1,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows,0,Single-player,Casual;Indie,Casual;Indie;Puzzle,0,122,17,0,0,0-20000,0.0,139,0.8776978417266187,122.0,4.812184355372417,4.941642422609304,0.0
6370,Bloodline Champions,2011-10-28,1,Stunlock Studios,Stunlock Studios,windows,0,Single-player;Multi-player;MMO,Action;Free to Play;Massively Multiplayer,Free to Play;Action;MOBA,0,1365,226,70,102,500000-1000000,0.0,1591,0.857950974230044,1365.0,7.219642040130735,7.372746366404328,4.262679877041316
8310,Bone: Out From Boneville,2008-06-17,1,Telltale Games,Telltale Games,windows,0,Single-player,Adventure,Adventure;Point & Click,0,78,71,0,0,100000-200000,0.0,149,0.5234899328859061,78.0,4.3694478524670215,5.010635294096256,0.0
8320,Bone: The Great Cow Race,2008-06-17,1,Telltale Games,Telltale Games,windows,0,Single-player,Adventure,Adventure;Point & Click,0,44,33,0,0,100000-200000,0.0,77,0.5714285714285714,44.0,3.80666248977032,4.356708826689592,0.0
8500,EVE Online,2010-12-15,1,CCP,CCP,windows;mac,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards,Action;Free to Play;Massively Multiplayer;RPG;Strategy,Space;Massively Multiplayer;Sci-fi,0,8317,2832,5123,230,1000000-2000000,0.0,11149,0.7459861871019823,8317.0,9.026177120302856,9.319194776888263,8.541690663016626
9050,DOOM 3,2007-08-03,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Horror;FPS;Action,0,2633,376,362,394,200000-500000,0.0,3009,0.8750415420405451,2633.0,7.876258882303226,8.009695357742922,5.8944028342648505
9160,Master Levels for Doom II,2007-08-03,1,id Software,id Software,windows,0,Single-player;Steam Cloud,Action,Action;FPS;Classic,0,310,69,7,12,500000-1000000,0.0,379,0.8179419525065963,310.0,5.739792912179234,5.940171252720432,2.079441541679836
9880,Champions Online,2011-06-14,1,Cryptic Studios,Perfect World Entertainment,windows,0,Multi-player;MMO;Co-op;Steam Achievements,Free to Play;Massively Multiplayer;RPG,Free to Play;Superhero;Massively Multiplayer,709,2081,823,12952,724,1000000-2000000,0.0,2904,0.7165977961432507,2081.0,7.641084249174914,7.974188669286011,9.469082700530256
9900,Star Trek Online,2012-01-31,1,Cryptic Studios,Perfect World Entertainment,windows,0,Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;Sci-fi;Space,0,7639,2391,2514,638,1000000-2000000,0.0,10030,0.7616151545363908,7639.0,8.941152882160566,9.213435576883484,7.83002808253384
11020,TrackMania Nations Forever,2008-04-16,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Includes level editor,Racing,Racing;Free to Play;Multiplayer,0,8252,1244,902,87,2000000-5000000,0.0,9496,0.8689974726200506,8252.0,9.018332049592685,9.158731238242952,6.805722553416985
11130,Sherlock Holmes: The Mystery of the Mummy,2009-08-06,1,Frogwares,Frogwares,windows,0,Single-player,Adventure,Adventure;Point & Click;Detective,0,59,130,0,0,100000-200000,0.0,189,0.3121693121693121,59.0,4.0943445622221,5.247024072160486,0.0
12170,Grand Theft Auto,2008-01-04,1,Rockstar North,Rockstar Games,windows,0,Single-player,Action,Action;Classic;Open World,0,199,30,7,7,500000-1000000,0.0,229,0.868995633187773,199.0,5.298317366548036,5.438079308923196,2.079441541679836
12180,Grand Theft Auto 2,2008-01-04,1,Rockstar North,Rockstar Games,windows,0,Single-player,Action,Action;Classic;Open World,0,184,17,3,4,500000-1000000,0.0,201,0.9154228855721394,184.0,5.220355825078324,5.308267697401205,1.3862943611198906
13140,America's Army 3,2009-06-17,1,U.S. Army,U.S. Army,windows,0,Single-player;Multi-player;Steam Achievements;Steam Cloud,Action,Action;Free to Play;FPS,71,1515,723,12,13,500000-1000000,0.0,2238,0.6769436997319035,1515.0,7.323830566202317,7.713784616598755,2.5649493574615367
17080,Tribes: Ascend,2012-06-27,1,Hi-Rez Studios,Hi-Rez Studios,windows,0,Multi-player;Co-op,Action;Free to Play,Free to Play;FPS;Action,0,6470,1738,128,75,2000000-5000000,0.0,8208,0.7882553606237817,6470.0,8.775085935057266,9.012986392348266,4.859812404361672
17500,Zombie Panic! Source,2008-10-03,1,Zombie Panic Team,Zombie Panic Team,windows;linux,0,Multi-player;Co-op;Mods;Mods (require HL2);Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK,Action;Free to Play;Indie,Free to Play;Zombies;Multiplayer,106,5267,914,948,86,500000-1000000,0.0,6181,0.8521274874615758,5267.0,8.569406062863171,8.729397122692061,6.855408798609928
17570,"Pirates, Vikings, and Knights II",2010-02-12,1,Octoshark Studios,Octoshark Studios,windows;mac;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,Action;Free to Play;Indie,Free to Play;Multiplayer;Action,247,3839,582,117,197,500000-1000000,0.0,4421,0.868355575661615,3839.0,8.253227645581772,8.394347361417392,4.770684624465665
17740,Empires Mod,2008-07-28,1,Empires,Empires,windows;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Cloud;Includes level editor;Includes Source SDK,Action;Free to Play;Strategy,Free to Play;Strategy;Action,8,663,115,701,1378,100000-200000,0.0,778,0.8521850899742931,663.0,6.498282149476434,6.658011045870748,6.553933404025811
22120,Penumbra: Black Plague Gold Edition,2009-01-23,1,Frictional Games,Frictional Games,windows;mac;linux,0,Single-player;Captions available,Nudity;Gore;Action;Adventure;Indie,Horror;Adventure;First-Person,0,1396,79,188,189,200000-500000,0.0,1475,0.9464406779661017,1396.0,7.242082359256962,7.297091005160418,5.241747015059643
22180,Penumbra Overture,2009-03-06,1,Frictional Games,Frictional Games,windows;mac;linux,0,Single-player;Captions available,Gore;Action;Adventure;Indie,Horror;Adventure;First-Person,0,1660,164,37,43,500000-1000000,0.0,1824,0.9100877192982456,1660.0,7.415175109613295,7.509335266016592,3.6375861597263857
22350,BRINK,2011-05-09,1,Splash Damage,Bethesda Softworks,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Free to Play,FPS;Action;Multiplayer,43,3493,2331,181,99,1000000-2000000,0.0,5824,0.5997596153846154,3493.0,8.158802490694002,8.669914278433902,5.204006687076795
24200,DC Universe™ Online,2011-11-02,1,Daybreak Game Company,Daybreak Game Company,windows,0,Multi-player;MMO;Steam Achievements;Full controller support,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Superhero;Massively Multiplayer,169,10138,2654,2990,3851,2000000-5000000,0.0,12792,0.792526579111945,10138.0,9.22414465295258,9.456653425317034,8.003363058629947
25600,Eschalon: Book I,2009-02-10,1,Basilisk Games,Basilisk Games,windows;mac;linux,0,Single-player,Indie;RPG,RPG;Indie;Isometric,0,167,25,0,0,50000-100000,0.0,192,0.8697916666666666,167.0,5.123963979403259,5.262690188904886,0.0
32670,Delta Force: Black Hawk Down,2009-06-18,1,NovaLogic,NovaLogic;THQ Nordic,windows,0,Single-player;Multi-player,Action,Action;FPS;Military,0,258,23,0,0,20000-50000,0.0,281,0.9181494661921707,258.0,5.556828061699537,5.641907070938114,0.0
32680,Delta Force — Black Hawk Down: Team Sabre,2009-06-18,1,Ritual Entertainment,NovaLogic;THQ Nordic,windows,0,Single-player;Multi-player,Action,Action;FPS,0,167,17,0,0,20000-50000,0.0,184,0.907608695652174,167.0,5.123963979403259,5.220355825078324,0.0
34030,Total War: NAPOLEON – Definitive Edition,2010-02-25,1,CREATIVE ASSEMBLY;Feral Interactive (Mac),SEGA;Feral Interactive (Mac),windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats,Strategy,Strategy;Historical;Grand Strategy,71,8540,907,1251,1534,2000000-5000000,0.0,9447,0.9039906848735048,8540.0,9.052633375946147,9.153558357877198,7.132497551660044
35800,BRAINPIPE: A Plunge to Unhumanity,2009-07-06,1,Digital Eel,Digital Eel,windows;mac,0,Single-player;Partial Controller Support,Casual;Indie,Casual;Indie;Psychedelic,0,126,22,0,0,50000-100000,0.0,148,0.8513513513513513,126.0,4.844187086458591,5.003946305945459,0.0
39000,Moonbase Alpha,2010-07-06,1,Virtual Heroes;Army Game Studio,NASA,windows,0,Single-player;Multi-player;Co-op;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Adventure;Simulation;Strategy,Space;Simulation;Free to Play,0,9867,1166,54,46,1000000-2000000,0.0,11033,0.8943170488534397,9867.0,9.197052477649247,9.308736693832376,4.007333185232471
39120,RIFT,2011-03-01,1,Trion Worlds,Trion Worlds,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;MMORPG;Massively Multiplayer,0,6885,2326,4104,1997,2000000-5000000,0.0,9211,0.7474758440994463,6885.0,8.83724564389847,9.128262260940575,8.31996102188653
41300,Altitude,2009-12-04,1,Nimbly Games,Nimbly Games,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Includes level editor,Action;Free to Play;Indie,Free to Play;Action;Indie,52,1540,128,333,657,200000-500000,0.0,1668,0.9232613908872902,1540.0,7.340186835320115,7.419979923661835,5.811140992976701
46200,A.I.M. Racing,2010-01-22,1,SkyRiver Studios,1C Entertainment,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Racing,Racing;Action,0,54,21,0,0,20000-50000,0.0,75,0.72,54.0,4.007333185232471,4.330733340286331,0.0
47400,Stronghold 3 Gold,2012-05-25,1,FireFly Studios,FireFly Studios,windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards;Includes level editor,Simulation;Strategy,Strategy;City Builder;Medieval,0,971,2385,506,758,500000-1000000,0.0,3356,0.2893325387365912,971.0,6.879355804460439,8.118802996980035,6.228511003591184
47410,Stronghold Kingdoms,2012-02-27,1,FireFly Studios,FireFly Studios,windows,0,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Free to Play;Massively Multiplayer;Strategy,Strategy;Free to Play;Medieval,0,4886,2609,329,421,1000000-2000000,0.0,7495,0.6519012675116744,4886.0,8.494333897270154,8.922124823918258,5.799092654460526
49470,Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,1,Stainless Games Ltd,Wizards of the Coast LLC,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Strategy,Card Game;Strategy;Trading Card Game,26,705,95,935,935,200000-500000,0.0,800,0.88125,705.0,6.559615237493242,6.68586094706836,6.841615476477592
60600,ProtoGalaxy,2010-10-06,1,Source Studio Ltd.,Source Studio Ltd.,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Co-op,33,30,22,33,33,50000-100000,0.0,52,0.5769230769230769,30.0,3.4339872044851463,3.970291913552122,3.5263605246161616
65540,Gothic 1,2001-03-15,1,Piranha Bytes,THQ Nordic,windows,0,Single-player,Action;RPG,RPG;Open World;Atmospheric,0,3396,523,409,412,200000-500000,0.0,3919,0.8665475886705792,3396.0,8.130647968160584,8.273846932784508,6.016157159698354
71340,Sonic Generations Collection,2011-11-03,1,Devil's Details,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action,Platformer;Great Soundtrack;Action,49,6921,589,165,169,500000-1000000,0.0,7510,0.9215712383488682,6921.0,8.84246002419529,8.924123891686012,5.111987788356544
72900,Winter Voices,2010-10-29,1,Clara Lehenaff,Clara Lehenaff,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,RPG;Indie;Adventure,64,139,77,0,0,50000-100000,0.0,216,0.6435185185185185,139.0,4.941642422609304,5.37989735354046,0.0
95700,The Cat and the Coup,2011-06-15,1,Peter Brinson and Kurosh ValaNejad,Peter Brinson and Kurosh ValaNejad,windows;mac,0,Single-player;Partial Controller Support,Free to Play;Indie,Indie;Free to Play;Cats,0,823,52,12,12,100000-200000,0.0,875,0.9405714285714286,823.0,6.714170529909472,6.775366090936392,2.5649493574615367
99900,Spiral Knights,2011-06-14,1,"Grey Havens, LLC","Grey Havens, LLC",windows;mac,0,Single-player;Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,54,15666,3202,275,64,2000000-5000000,0.0,18868,0.8302946788212847,15666.0,9.659311868393488,9.845275642787714,5.62040086571715
99910,Puzzle Pirates,2011-08-31,1,"Grey Havens, LLC","Grey Havens, LLC",windows;mac,0,Single-player;Multi-player;MMO;Co-op;Steam Achievements,Adventure;Casual;Free to Play;Massively Multiplayer;Strategy,Free to Play;Massively Multiplayer;Puzzle,220,961,239,107,214,200000-500000,0.0,1200,0.8008333333333333,961.0,6.8690144506657065,7.090909822079984,4.68213122712422
107300,Breath of Death VII,2011-07-13,1,Zeboyd Games,Zeboyd Games,windows,0,Single-player;Full controller support,RPG;Indie,RPG;Indie;JRPG,0,994,187,30,26,500000-1000000,0.0,1181,0.8416596104995766,994.0,6.902742737158593,7.074963197966044,3.4339872044851463
107310,Cthulhu Saves the World,2011-07-13,1,Zeboyd Games,Zeboyd Games,windows,0,Single-player;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;Comedy,0,2868,222,351,388,500000-1000000,0.0,3090,0.9281553398058252,2868.0,7.961718815981363,8.036249942132116,5.863631175598097
108210,Memoir '44 Online,2011-10-12,1,Days of Wonder,Days of Wonder;Asmodee Digital,windows,0,Single-player;Multi-player;Steam Achievements,Casual;Simulation;Strategy,Strategy;Board Game;Casual,62,177,119,7,7,200000-500000,0.0,296,0.597972972972973,177.00000000000003,5.181783550292085,5.6937321388027,2.079441541679836
109600,Neverwinter,2013-12-05,1,Cryptic Studios,Perfect World Entertainment,windows,0,Multi-player;MMO;Co-op;Steam Trading Cards;In-App Purchases;Includes level editor,Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;MMORPG;RPG,0,18517,5297,1273,543,5000000-10000000,0.0,23814,0.777567817250357,18517.0,9.826498511007992,10.07807091323496,7.149916836132109
110500,Data Jammers: FastForward,2011-10-24,1,Digital Eel,Digital Eel,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Arcade,21,54,26,0,0,50000-100000,0.0,80,0.675,54.0,4.007333185232471,4.394449154672439,0.0
113400,APB Reloaded,2011-12-06,1,Little Orbit,Little Orbit,windows,0,Multi-player;MMO;Steam Achievements,Action;Free to Play;Massively Multiplayer,Free to Play;Open World;Action,60,20028,11779,3835,302,5000000-10000000,0.0,31807,0.6296727135536203,20028.0,9.904936502301233,10.3674731094563,8.252185436003328
113420,Fallen Earth Free2Play,2012-02-22,1,Little Orbit,Little Orbit,windows,0,Multi-player;MMO;Co-op;Steam Achievements,Free to Play;Massively Multiplayer;RPG,Free to Play;Survival;Multiplayer,650,3938,3142,107,75,2000000-5000000,0.0,7080,0.5562146892655367,3938.0,8.278682162970906,8.865170419651774,4.68213122712422
200210,Realm of the Mad God,2012-02-20,1,Wild Shadow Studios;Deca Games,Deca Games,windows;mac,0,Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Stats,Action;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Pixel Graphics,31,23414,4728,3531,64,2000000-5000000,0.0,28142,0.831994883092886,23414.0,10.061132121617645,10.24505393479406,8.16961956172385
200960,Geneforge 1,2001-12-01,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie,RPG;Indie;Strategy,0,268,17,0,0,100000-200000,0.0,285,0.9403508771929824,268.0,5.594711379601839,5.655991810819852,0.0
200980,Geneforge 2,2003-07-01,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie,RPG;Indie;Strategy,0,32,3,0,0,50000-100000,0.0,35,0.9142857142857144,32.0,3.49650756146648,3.58351893845611,0.0
200990,Geneforge 3,2005-04-01,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie,RPG;Indie;Strategy,0,26,4,0,0,50000-100000,0.0,30,0.8666666666666667,26.0,3.295836866004329,3.4339872044851463,0.0
201000,Geneforge 4: Rebellion,2006-11-01,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie,RPG;Indie;Strategy,0,24,2,0,0,50000-100000,0.0,26,0.9230769230769232,24.0,3.218875824868201,3.295836866004329,0.0
201010,Geneforge 5: Overthrow,2008-11-01,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie,RPG;Indie;Strategy,0,60,6,0,0,100000-200000,0.0,66,0.9090909090909092,60.0,4.110873864173311,4.204692619390966,0.0
201070,Revelations 2012,2012-04-23,1,Dark Artz Entertainment,Dark Artz Entertainment,windows,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats,Action;Indie;Strategy,Action;Indie;Strategy,47,188,133,8,8,20000-50000,0.0,321,0.5856697819314641,188.0,5.241747015059643,5.7745515455444085,2.19722457733622
201210,Pox Nora,2014-10-15,1,Desert Owl Games LLC,Desert Owl Games LLC,windows;mac,0,Single-player;Multi-player;Steam Trading Cards,Free to Play;RPG;Strategy,Free to Play;Strategy;RPG,0,384,148,2,2,200000-500000,0.0,532,0.7218045112781954,384.0,5.953243334287785,6.278521424165844,1.0986122886681098
201230,EverQuest II,2011-12-07,1,Daybreak Game Company,Daybreak Game Company,windows,0,Multi-player;MMO,Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,0,846,319,548,604,500000-1000000,0.0,1165,0.7261802575107296,846.0,6.741700694652055,7.061334366910438,6.3080984415095305
203290,America's Army: Proving Grounds,2013-08-01,1,U.S. Army,U.S. Army,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Free to Play,Free to Play;FPS;Action,98,6413,1902,89,24,2000000-5000000,0.0,8315,0.7712567648827421,6413.0,8.7662383802531,9.025936648977904,4.499809670330265
204300,Awesomenauts - the 2D moba,2012-08-01,1,Ronimo Games,Ronimo Games,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards;Includes level editor,Action;Free to Play;Indie;Strategy,MOBA;Multiplayer;Platformer,59,20770,3678,999,490,2000000-5000000,0.0,24448,0.8495582460732984,20770.0,9.941313062076109,10.104344594271096,6.907755278982137
205710,EverQuest,2012-12-13,1,Daybreak Game Company,Daybreak Game Company,windows,0,MMO,Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,0,598,219,20,20,500000-1000000,0.0,817,0.7319461444308446,598.0,6.395261598115449,6.706862336602747,3.044522437723423
206020,Avernum 4,2012-05-11,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,RPG;Indie,RPG;Indie;Isometric,0,55,10,0,0,50000-100000,0.0,65,0.8461538461538461,55.0,4.02535169073515,4.189654742026425,0.0
206210,Gotham City Impostors Free to Play,2012-08-30,1,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,windows,0,Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Free to Play,Free to Play;Action;Multiplayer,412,9269,1773,120,107,2000000-5000000,0.0,11042,0.8394312624524543,9269.0,9.1345386585599,9.30955202204713,4.795790545596741
206480,Dungeons & Dragons Online®,2012-06-25,1,"Standing Stone Games, LLC","Standing Stone Games, LLC",windows;mac,0,MMO,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;MMORPG,0,1718,696,557,804,500000-1000000,0.0,2414,0.7116818558409279,1718.0,7.449498005382849,7.789454566086673,6.324358962381311
206500,AirMech Strike,2018-03-30,1,Carbon Games,Carbon Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Stats;Steam Leaderboards,Action;Free to Play;Indie;Strategy,Free to Play;Strategy;Multiplayer,91,7640,1440,441,172,1000000-2000000,0.0,9080,0.8414096916299559,7640.0,8.941283763647567,9.113939597689829,6.091309882077698
207230,ArcheBlade™,2014-04-25,1,CodeBrush Games,Codebrush Games,windows,0,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Anime;Action,77,5642,2086,640,101,2000000-5000000,0.0,7728,0.730072463768116,5642.0,8.63817111796914,8.952734767106872,6.46302945692067
208140,Endless Space® - Collection,2012-07-04,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;4X;Space,93,5708,1417,1102,352,1000000-2000000,0.0,7125,0.8011228070175439,5708.0,8.64979915596426,8.871505346165781,7.005789019253503
209000,Batman™: Arkham Origins,2013-10-24,1,WB Games Montreal;Splash Damage,Warner Bros. Interactive Entertainment,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Batman;Open World,60,20365,3519,538,443,2000000-5000000,0.0,23884,0.8526628705409479,20365.0,9.92162212273161,10.081005925824062,6.289715570908998
209330,A Valley Without Wind,2012-04-24,1,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Platformer;Action;Indie,98,272,186,84,84,200000-500000,0.0,458,0.5938864628820961,272.0,5.60947179518496,6.129050210060545,4.442651256490317
211500,RaceRoom Racing Experience,2013-02-12,1,Sector3 Studios,Sector3 Studios;RaceRoom Entertainment AG,windows,0,Single-player;Multi-player;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Racing;Simulation;Sports,Racing;Free to Play;Multiplayer,0,5204,3571,81,42,2000000-5000000,0.0,8775,0.593048433048433,5204.0,8.557374981049069,9.079776001955066,4.406719247264253
